ID,speaker,stage,paragraph,source_file,Sound: Ja/Nein?,Lautstärkeniveau (0;1-5),Kommentar
741,MARIANNE,"sagt von seinem Empfinden angesteckt; durch das allmähliche Wiederauftauchen ihrer
  Erinnrungsbilder immer belebter.","Wir hatten uns bis dahin ... auch in Baden-Baden ... in Großmutters üblichem Sommerdomizil ... immer nur beide zusammen gezeigt! Wir wollten in unserm kindischen Übermut doch mal »sehn«, wie das Abenteuer »auslaufen« würde, sobald wir uns ...",holz-ignorabimus.xml,ja,,
3148,ONKEL LUDWIG,sagt von seinem Erstaunen wieder zu sich kommend.,Dann ... war das doch aber ...,holz-ignorabimus.xml,ja,,
2454,ONKEL LUDWIG,"sagt von seinem Ton angesteckt; trübst vor sich hin; dabei aber dem Augenschein nach nur
  an sich selbst und seine Seitenbeschwerde denkend.",Bewahrheiten und erfüllen!,holz-ignorabimus.xml,ja,,
3639,MARIANNE,"sagt von seinem Zwischenruf kaum unterbrochen, noch immer sich steigernd.","Daß es grade das ... was ich in unserm allereigensten Interesse, wachend, um keinen Preis dir verraten haben würde, euch allen durchsichtig, verschlagen arglistig offenbarte, bis es sich dann endlich und schließlich so haßerfüllt giftig perfid und bösartig gab, daß es dich zwang ...",holz-ignorabimus.xml,ja,,
1124,DUFROY,sagt von seiner »Akribie« durchdrungen.,Ja! Ich habe in meinem alten Brockhaus ...,holz-ignorabimus.xml,ja,,
1304,UEXKÜLL,"sagt von seiner Anschuldigung nichts zurücknehmend; im Gegenteil sie noch
  unterstreichend; mit »eiserner Stirn«.","Ich »erfreche« mich zu bezweifeln, was für mich einem Zweifel überhaupt erst gar nicht unterliegt!",holz-ignorabimus.xml,ja,,
2274,MARIANNE,"sagt von seiner bebenden Entrüstung fast wie physisch in ihren Sessel wieder
  zurückgeschleudert; trotzdem mit letzter, verzweifeltster Bestimmtheit.",Das ... wird dir nicht möglich sein! Das ...,holz-ignorabimus.xml,ja,,
985,MARIANNE,sagt von seiner Eröffnung wie ganz überrascht; sehr entschieden.,Du hattest dir ... felsenfest vorgenommen und mir versprochen ...,holz-ignorabimus.xml,ja,,
3043,ONKEL LUDWIG,"sagt von seiner Frage nicht ablassend; letzte, wuchtigste Steigrung; zuletzt, mit der
  erhobnen Rechten, noch mal nach der Ecke links zurück.",Wo-her ... weißt du ... was sich hier in jener ...,holz-ignorabimus.xml,ja,,
1314,UEXKÜLL,sagt von seiner Leidenschaft einen Moment wieder überwältigt.,"Das ... herrlichste ... lockendste, das ich mir je ...",holz-ignorabimus.xml,ja,,
216,MARIANNE,"sagt von seiner plötzlichen Stimmung angesteckt; meditativ-schwermütig vor sich hin; »a«
  kurz.",Ja ...,holz-ignorabimus.xml,ja,,
993,MARIANNE,"sagt von seiner Qual erschüttert; unter ihr elend fast wie er selbst; aus tiefstem,
  innerstem Mitleid mit ihm.",Ich bitte dich! Ich bitte dich nochmal und flehentlich! Du wirst Geschehnes nicht ungeschehn machen können! Laß das Vergangne ruhn!!,holz-ignorabimus.xml,ja,,
3539,MARIANNE,sagt von tiefstem Mitleid mit ihm gequält.,Du ... solltest ...,holz-ignorabimus.xml,ja,,
1737,GEORG,sagt von Uexküll zur Erscheinung rüber und wieder zurück; fragend-ungläubig.,Wie kann Herr Baron ...,holz-ignorabimus.xml,ja,,
645,DUFROY,"sagt vor dem hohen, getragnen, gradezu fast priesterlichen Ernst seiner Worte
  stutzend.",So ... feierlich?,holz-ignorabimus.xml,ja,,
1297,MARIANNE,sagt vor diesem »direkten Sturmangriff« nicht znrückschreckend.,Und ... wenn ichs ... täte?,holz-ignorabimus.xml,ja,,
1787,ONKEL LUDWIG,"sagt vor diesem »selbst«, das ihn jäh wie ein Beilschlag getroffen, zwei Schritte
  zurückgetaumelt.",»Selbst?!!«,holz-ignorabimus.xml,ja,,
538,DUFROY,"sagt vor diesem Ton, durch ihre absolute Sicherheit irritiert, etwas einlenkend.",Das sage ich mir ja allerdings ... auf der andern Seite wieder auch! Nur ...,holz-ignorabimus.xml,ja,,
1390,UEXKÜLL,"sagt vor dieser allgemeinen Empörung und Revolte gegen ihn notgedrungen den Rückzug
  antretend.","Exzellenz haben mich mißverstanden! Oder ich ... drückte mich etwas fahrlässig aus! Bitte um Entschuldgung! Dieser Raum wirkte auf mich so seltsam und wirkt es auch noch, daß ich unmöglich wissen konnte, ob sich nicht schon allein hinter diesem Orgelaufbau ...",holz-ignorabimus.xml,ja,,
413,ONKEL LUDWIG,"sagt vor dieser Entschiedenheit endgültig sein letztes Segel einziehend; paktierend zu
  Marianne; zwei sich mißtönig durcheinander schlingende Hupensignale.",Da bleibt uns doch schließlich ...,holz-ignorabimus.xml,ja,,
1523,DUFROY,sagt vor dieser ihm Unbegreiflichkeit gradezu wie gelähmt.,Ganz deutlich!,holz-ignorabimus.xml,ja,,
3337,DUFROY,sagt vor Entrüstung kaum fähig zu sprechen.,Mir fehlt hier ...,holz-ignorabimus.xml,ja,,
239,ONKEL LUDWIG,sagt vor Erstaunen ganz paff.,Hast du am Ende ... gar heute seinen Doppelgänger gesehn? Genau so!,holz-ignorabimus.xml,ja,,
3670,GEORG,sagt vor ihr zusammengebrochen; auf den Knieen.,Ma- ... rianne!!,holz-ignorabimus.xml,ja,,
3357,DUFROY,sagt vor innerster Empörung fast zitternd.,"Nicht, »weil es ihr beliebt«, sondern weil du dir, und zwar vor dir selbst, zu schade sein solltest, einen Menschen, der sich dir stellt, überzeugt, daß deine Kugel ihn morgen früh ...",holz-ignorabimus.xml,ja,,
657,DUFROY,sagt vor seinem fanatischen »Radikalismus« gradezu wie entsetzt.,»Ru ...«,holz-ignorabimus.xml,ja,,
2726,DUFROY,sagt vor seinem Ton sich mit aller Gewalt nochmals bezwingend.,Du sollst dich über mich ... gewiß nicht ... Nur ...,holz-ignorabimus.xml,ja,,
56,MARIANNE,sagt vor seiner Leidenschaft noch ganz ratlos.,"Ich kann unmöglich ... ahnen, ich ... kann mir nicht ... vorstellen ...",holz-ignorabimus.xml,ja,,
2395,MARIANNE,sagt vor sich hin; durch die Zähne.,Infam!,holz-ignorabimus.xml,ja,,
3543,MARIANNE,"sagt vor sich hin; fast wie nur zu sich selbst; die letzten drei Worte
  verzweifelt-schmerzlichst-zerknirscht.",So ... glaubte ich ja auch! So glaubte ich ... an allem Anfang! Aber ... jetzt ... jetzt ... jetzt ...!!,holz-ignorabimus.xml,ja,,
2156,GEORG,sagt vor sich hin; halblaut-grimmigst.,Dieser ... Taper!,holz-ignorabimus.xml,ja,,
323,MARIANNE,sagt vor sich hin; leise.,Ich hatte es ... vergessen.,holz-ignorabimus.xml,ja,,
611,MARIANNE,sagt vor so viel Selbstbezichtigung ganz starr.,"Ja, aber ... auf diese Art ... und in dieser Weise ...",holz-ignorabimus.xml,ja,,
1160,GEORG,sagt vor solcher »Taktik« fast »sprachlos«; unwillkürlich; losplatzend.,Sehr gut! Wirklich! Ganz ausgezeichnet!,holz-ignorabimus.xml,ja,,
1171,DUFROY,sagt vor Überraschtheit fast »Salzsäule«.,Du ... wolltest ...?,holz-ignorabimus.xml,ja,,
3784,MARIANNE,sagt vorgebeugt; lauschend.,Habt ihr ... nicht gehört?,holz-ignorabimus.xml,ja,,
2269,GEORG,"sagt vorn links einen kurzen Moment wieder stehngeblieben und allerelementarst nach ihr
  zurück.",Die ... »Wahrheit« ... daß du uns diesmal ...,holz-ignorabimus.xml,ja,,
2263,GEORG,sagt vorn links wieder stehngeblieben; ihr ins Gesicht.,"Oder willst du etwa gar zum Überfluß noch leugnen, daß selbstverständlich ebenso auch das weiße Gewand,",holz-ignorabimus.xml,ja,,
2253,GEORG,"sagt vorn rechts, wie angewurzelt, wieder stehngeblieben; heftigst ausgestreckte Rechte
  nach der großen Flügeltür.",Soll etwa jetzt Herr Baron und dein Vater ...,holz-ignorabimus.xml,ja,,
2280,GEORG,"sagt während alle ihm nachblicken, jetzt schon in der Tür.",Wie du willst!,holz-ignorabimus.xml,ja,,
3758,GEORG,"sagt während Dufroy ihr dabei behilflich ist; allereifrigst; jede Bewegung der beiden
  gespanntst verfolgend.",Versuchs! Versuchs! ... Vielleicht ... Vielleicht ...,holz-ignorabimus.xml,ja,,
1555,GEORG,"sagt während Dufroy und Uexküll, durch ihr Verschwinden überrascht, noch ganz verdutzt
  dastehn; zur Decke hoch.",Dieser dumme ... Regen ...,holz-ignorabimus.xml,ja,,
1100,MARIANNE,sagt während Georg einfach bloß nickt; stark bekräftigend.,Gewiß!,holz-ignorabimus.xml,ja,,
1074,GEORG,"sagt während Marianne jetzt, die Rechte ums Kinn, beide gespannt-lebhaft beobachtet;
  entgegenkommend-liebenswürdig; fast freundlich.",Ich »entschuldge«.,holz-ignorabimus.xml,ja,,
303,ONKEL LUDWIG,"sagt während Marianne sich still gesetzt hat; nachdem er mit ihr einen Blick
  gewechselt.",Wir haben uns hier von nichts unterhalten!,holz-ignorabimus.xml,ja,,
2553,ONKEL LUDWIG,"sagt während Marianne und Dufroy unwillkürlich einen besorgt-erschreckten Blick
  wechseln, den Block bereits in den Händen und vergeblich bemüht, das darauf Gekritzelte
  zu enträtseln.",Die Schrift ... ist so undeutlich ...,holz-ignorabimus.xml,ja,,
2808,ONKEL LUDWIG,sagt wankend und fast in Gefahr zu Boden zu stürzen.,Das ... Rosenzimmer!!,holz-ignorabimus.xml,ja,,
3768,DUFROY,sagt warm.,Ja! ... Und es war ... seine schönste Tat ...,holz-ignorabimus.xml,ja,,
3519,MARIANNE,sagt wehmütigstes Lächeln; schmerzlichst-innigst.,Lieber ... Georg! ... Laß uns die ... kurze Zeit ...,holz-ignorabimus.xml,ja,,
3521,MARIANNE,"sagt weich, langsam.",Ich hatte nicht ... geglaubt ... daß dir mein bißchen Weggehn ...,holz-ignorabimus.xml,ja,,
3742,MARIANNE,"sagt weich, rührend; fast wieder klagend-schmerzlich.",Habt ... ein bißchen ... Geduld mit mir! ... Geduld ... und ein bißchen ... Nachsicht!,holz-ignorabimus.xml,ja,,
1835,DUFROY,"sagt wider Willen durch irgend etwas hinter diesen Worten gepackt;
  allerheftigst.",Lächerlich!!!,holz-ignorabimus.xml,ja,,
67,ONKEL LUDWIG,sagt widerborstig.,"»Sohn ist?« ... »Sohn«? ... Sag lieber willenloser, widerstandsunfähiger ...",holz-ignorabimus.xml,ja,,
2282,ONKEL LUDWIG,sagt widerstrebend-bedenklich; Hand an der Hüfte.,Das ist ja wahr! Aber ...,holz-ignorabimus.xml,ja,,
886,ONKEL LUDWIG,sagt widerwillig einlenkend; brummig.,"Nun, nun!",holz-ignorabimus.xml,ja,,
1525,GEORG,"sagt wie »eine mit heimlicher Ungeduld bis zum Platzen vollgefüllte Dynamitbombe«; mit
  aller Energie an sich haltend; einen kurzen Moment nach dem Zuschauerraum.","Da die Herren die einzige Tür, die in diesen Raum führt, auf besondern Antrag von Herrn Baron, vorhin selbst, nicht bloß doppelt verschlossen, sondern auch noch obendrein umständlich versiegelt haben?",holz-ignorabimus.xml,ja,,
2493,GEORG,sagt wie angewurzelt; elementar.,Wo ist Herr Baron??,holz-ignorabimus.xml,ja,,
282,MARIANNE,sagt wie aus einem innersten Schauder.,Mariettes Lieblingsmelodie!! ... Mariettes ...,holz-ignorabimus.xml,ja,,
2082,GEORG,"sagt wie aus einer heimlichen Wut, deren er sich vergeblich bemüht Herr zu werden; die
  letzten Worte mit unterstrichen-deutlichem.","Sie schläft und wird wahrscheinlich, über kurz oder lang, und zwar noch innerhalb dieser dreidimensionalen Wirklichkeit, zur vollen Klarheit wieder aufwachen!",holz-ignorabimus.xml,ja,,
98,MARIANNE,sagt wie bereits vorhin; nur noch gesteigert.,Sein Tod ... war ein so schrecklicher ...,holz-ignorabimus.xml,ja,,
120,MARIANNE,sagt wie bereits wiederholt; wieder vergeblich.,Ich bat ihn oft selbst: wenn du der Erscheinung mißtraust ...,holz-ignorabimus.xml,ja,,
2804,ONKEL LUDWIG,sagt wie blöde ihn anstarrend.,»Un ...?«,holz-ignorabimus.xml,ja,,
2980,ONKEL LUDWIG,sagt wie blöde vor sich hinbrubbelnd.,Welche ... wollen sagen ...,holz-ignorabimus.xml,ja,,
1463,UEXKÜLL,"sagt wie das Allerharmloseste von der Welt, die betreffende »Antwort«
  »reproduzierend«.",»Siebzehn Drei Neunzehn Null Neun!«,holz-ignorabimus.xml,ja,,
2745,GEORG,"sagt wie Dufroy, nur namentlich die ersten vier Worte noch unterstrichner.","Von meiner Seite provoziert werden würde, wortwörtlich, wie ich es dir auf dein Andrängen und deinen wiederholt",holz-ignorabimus.xml,ja,,
3317,ONKEL LUDWIG,sagt wie Dufroy; Ton noch inquirierender.,Was war denn das ...,holz-ignorabimus.xml,ja,,
2914,ONKEL LUDWIG,sagt wie eben; nur noch verstärkt.,Der feige Mordracker ... und ... Sensenhalunke ...,holz-ignorabimus.xml,ja,,
54,MARIANNE,sagt wie entgeistert.,Mir kommt das alles ...,holz-ignorabimus.xml,ja,,
272,MARIANNE,sagt wie etwas Unsichtbares von sich abschüttelnd.,"Es war eine ganz willkürliche, lächerliche Kombination!",holz-ignorabimus.xml,ja,,
3412,DUFROY,sagt wie etwas von sich abwehrend und in seinem Satz weiter.,Wie sie sich nur allzu natürlich ...,holz-ignorabimus.xml,ja,,
2905,DUFROY,sagt wie grade durch dieses Wort ganz besonders getroffen.,»Christlich!«,holz-ignorabimus.xml,ja,,
1909,ONKEL LUDWIG,sagt wie halb betäubt und den ganzen Vorgang noch nicht begreifend.,Marianne?,holz-ignorabimus.xml,ja,,
17,ONKEL LUDWIG,sagt wie höchst übel und ungerecht von ihr behandelt; fast gekränkt.,Da du doch sonst nie ... Ich kann mich gar nicht mehr entsinnen ...,holz-ignorabimus.xml,ja,,
572,DUFROY,sagt wie ihre »oberflächliche Leichtfertigkeit« nicht begreifend.,"Kombination? Kombination, wo Mariette, drittens, und da unterbrachst du mich vorhin, dem Alten, für seine ja doch schließlich nur ganz selbstverständliche Pflichtleistung, gradezu eine Barsumme angeboten hatte, ein Schweigegeld, das er ehrlich genug gewesen war, abzulehnen?",holz-ignorabimus.xml,ja,,
1750,DIE ERSCHEINUNG,sagt wie in befriedigter Schadenfreude.,Das wirst du ...,holz-ignorabimus.xml,ja,,
324,GEORG,"sagt wie mit einem Entschluß ringend; wieder dabei, einmal, auf und ab.",Gut. Um so besser!,holz-ignorabimus.xml,ja,,
1600,DUFROY,sagt wie mit einmal mitten unter der Nase von einer großen Brennessel gekitzelt.,»Spirits«!,holz-ignorabimus.xml,ja,,
3685,MARIANNE,sagt wie nach Luft ringend.,Du ... sollst deine Hand ...,holz-ignorabimus.xml,ja,,
911,UEXKÜLL,"sagt wie nachträglich nicht begreifend, daß er dies weltgeschichtliche Ereignis auch nur
  eine Sekunde lang usw.",Ah! Allerdings! Freilich!,holz-ignorabimus.xml,ja,,
2393,MARIANNE,sagt wie noch immer diese schrecklichen drei Laute nicht fassend.,»Karzinom«???,holz-ignorabimus.xml,ja,,
3251,DUFROY,sagt wie noch jetzt darunter leidend und davon gequält.,"Sprach ein so abgrundtiefer Jammer, ein so hilflos ringendes Elend, eine so verzweiflungsvolle Not ...",holz-ignorabimus.xml,ja,,
1735,UEXKÜLL,sagt wie nur noch für das »Gewebe« interessiert.,Von einer Struktur ...,holz-ignorabimus.xml,ja,,
3562,GEORG,sagt wie ohnmächtig nach Worten ringend.,Es kann ...,holz-ignorabimus.xml,ja,,
891,UEXKÜLL,sagt wie sich erst jetzt umblickend.,Entzückend!,holz-ignorabimus.xml,ja,,
3296,ONKEL LUDWIG,sagt wie sich mit einmal darüber klar werdend und sich deutlichst erinnernd.,Es ... war mir doch ... oft ...,holz-ignorabimus.xml,ja,,
3770,DUFROY,sagt wie sie.,Und der alten Frau ...,holz-ignorabimus.xml,ja,,
760,GEORG,sagt wie um alle »Schuld« von sich »abzuwälzen«; ihre Blicke vermeidend.,"Hätte ich ... geahnt, daß du nicht Mariette warst ...",holz-ignorabimus.xml,ja,,
926,MARIANNE,"sagt wie um ihn mit aller Gewalt noch im letzten Moment von seiner mehr als
  überflüssigen Indiskretion abzubringen.",Du hast nicht das Recht ...,holz-ignorabimus.xml,ja,,
2608,MARIANNE,"sagt wie von einem Blitzstrahl getroffen, in ihrem Sessel plötzlich zusammenbrechend;
  nach Atem ringend und beide Hände, wie sich noch an etwas halten wollend, erhoben vor
  sich hin.",Vater!!,holz-ignorabimus.xml,ja,,
2748,DUFROY,sagt wie von einer schwersten Sorge befreit; aufatmend; ihm nachblickend.,Gott sei Dank! Wenigstens ...,holz-ignorabimus.xml,ja,,
1935,ONKEL LUDWIG,"sagt wie vorhin, nur noch verstärkt.",Durch meine Schuld!,holz-ignorabimus.xml,ja,,
3060,DUFROY,"sagt wie vorhin, nur noch verstärkt.",Mir ist es gradezu ... ganz unerklärlich ... wieso und warum Georg ...,holz-ignorabimus.xml,ja,,
2350,GEORG,sagt wie vorhin; allerheftigst.,"Ich lehne ab, radikal ab, und erkläre es für den albernsten Nonsens, daß Gegenstände, Merkmale, oder Wahrzeichen, die man Toten mitgegeben ...",holz-ignorabimus.xml,ja,,
3034,ONKEL LUDWIG,sagt wie vorhin; als ob er Dufroy gar nicht gehört hätte.,"Nicht einer, der seine Schmach, nicht einer, der seine Not, seine Angst, sein Elend und seinen Jammer, nicht wenigstens einmal in seinem trüben, verachteten, erbärmlichen Leben ...",holz-ignorabimus.xml,ja,,
3088,DUFROY,"sagt wie vorhin; auch jetzt noch in seinem Satz; seines endlichen, großen, elementaren
  Seelensiegs über ihn sicher.","Der vor so vielen ... vielen, langen Jahren ... seinen armen ... längst verschollnen Bruder ...",holz-ignorabimus.xml,ja,,
2447,MARIANNE,sagt wie vorhin; bestätigend.,"Drei herrlichste, prächtigste, blühendste Menschenleben! Von denen jedes ...",holz-ignorabimus.xml,ja,,
1227,DUFROY,sagt wie vorhin; eifrig; nochmal prallste Sonne.,Absolut nicht!,holz-ignorabimus.xml,ja,,
847,MARIANNE,sagt wie vorhin; fast mechanisch.,"Ich habe Sie, außer heute vormittag ... noch nie ...",holz-ignorabimus.xml,ja,,
3642,GEORG,sagt wie vorhin; fast von Sinnen.,Hab Erbarmen!!,holz-ignorabimus.xml,ja,,
594,DUFROY,sagt wie vorhin; ihren Satz schließend; fast bedauernd-feierlich.,Eure Körper so verschieden wie eure Seelen geformt hätte!,holz-ignorabimus.xml,ja,,
3165,DUFROY,sagt wie vorhin; immer nachdrücklicher.,Den letzte Liebe und Leidenschaft geschlossen ...,holz-ignorabimus.xml,ja,,
3343,DUFROY,"sagt wie vorhin; in derselben Linie, noch gesteigert, weiter.",Unter den gleichen Umständen und aus dem gleichen ...,holz-ignorabimus.xml,ja,,
2719,GEORG,"sagt wie vorhin; in seinem Satz, immer bissiger, weiter.","In abgeschabt blauem Sternenmantel, eine porzellanerne, blind thronende Schicksalsgöttin, rechts Eros, links Thanatos ...",holz-ignorabimus.xml,ja,,
2006,UEXKÜLL,sagt wie vorhin; in seiner freiwilligen Rückzugserklärung weiter.,"So weit ich als Laie ... Hätten Sie diese letzte Sitzung nicht leider unter so erschwerend verwirrenden, ja Ihnen zum Teil sogar einfach von uns gradezu aufgezwungnen Umständen abgehalten, ich bin jetzt rückhaltlos davon durchdrungen ...",holz-ignorabimus.xml,ja,,
2041,ONKEL LUDWIG,"sagt wie vorhin; kaum fähig, sein Erstaunen in Worte zu fassen.","Sie? Ausgerechnet, absolut ausgerechnet grade Sie?",holz-ignorabimus.xml,ja,,
2032,UEXKÜLL,"sagt wie vorhin; mit dem nochmaligen Versuch, seine so überaus zarte, kleine Frage zu
  überhören.",Hier so zu ... warten und warten ...!,holz-ignorabimus.xml,ja,,
2258,MARIANNE,sagt wie vorhin; mit wachsendem Grauen.,»Mariette«?!,holz-ignorabimus.xml,ja,,
3712,GEORG,"sagt wie vorhin; nach ihrem vor Glück fast bebend ausgesprochenen Namen auf ihren Händen
  seine Lippen.",Marianne ...!!,holz-ignorabimus.xml,ja,,
2592,ONKEL LUDWIG,sagt wie vorhin; naivst-umständliche Gesten.,Als du dort lagst und wir hier in aller Vertraulichkeit ...,holz-ignorabimus.xml,ja,,
3466,GEORG,"sagt wie vorhin; nicht mehr fähig, ihre detailliert-lebhafte Schildrung noch länger zu
  ertragen.",Hör ... auf!,holz-ignorabimus.xml,ja,,
3424,GEORG,sagt wie vorhin; noch gesteigert.,Zu ... Großmutter??,holz-ignorabimus.xml,ja,,
3748,GEORG,sagt wie vorhin; noch gesteigert.,Auf mein vernünftiges Zureden ... ihre fixe Unglücksidee aufgesteckt ... und wir dürfen jetzt alle ... zuversichtlich ...,holz-ignorabimus.xml,ja,,
3821,GEORG,sagt wie vorhin; noch ohnmächtig-verzweifelter; stärkst.,Nein!!!,holz-ignorabimus.xml,ja,,
1249,DUFROY,sagt wie vorhin; noch verstärkt.,Und also damit gewissermaßen Unparteiischen ...,holz-ignorabimus.xml,ja,,
2320,ONKEL LUDWIG,sagt wie vorhin; nur ihm bereits überlegen; betreffende Geste.,"Ich möchte wirklich wissen, in welche große Westentasche ...",holz-ignorabimus.xml,ja,,
1609,MARIANNE,sagt wie vorhin; nur jetzt noch gequält-schmerzvoller.,Du ziehst zu fest! ... Warum bindest du mich? ... Das hast du noch nie getan!,holz-ignorabimus.xml,ja,,
198,MARIANNE,sagt wie vorhin; nur noch behutsamer.,Schon rein deiner ganzen ... autonomen Eigenwilligkeit und Eigenart nach ...,holz-ignorabimus.xml,ja,,
3563,MARIANNE,sagt wie vorhin; nur noch eindringlich-gesteigerter.,Und weil ich,holz-ignorabimus.xml,ja,,
3129,ONKEL LUDWIG,sagt wie vorhin; nur noch entrüsteter.,Wo mich die beiden von mir in flagranti Ertappten ...,holz-ignorabimus.xml,ja,,
1870,DUFROY,sagt wie vorhin; nur noch erbitterter.,"Ein solches plumpes Betrugsmanöver, das ich seit fünf Minuten durchschaue ...",holz-ignorabimus.xml,ja,,
1410,DUFROY,sagt wie vorhin; nur noch geölter.,"Diese primitive Einrichtung, um Sie auch noch darüber aufzuklären, hatte im Rokoko als kleine Bühne gedient;",holz-ignorabimus.xml,ja,,
2422,UEXKÜLL,sagt wie vorhin; nur noch gepackter.,Er ist für uns Menschen ... in aller und jeder Gestalt und Form ...,holz-ignorabimus.xml,ja,,
3609,MARIANNE,sagt wie vorhin; nur noch gepeinigt-gequälter.,Und ... da ...,holz-ignorabimus.xml,ja,,
2059,ONKEL LUDWIG,sagt wie vorhin; nur noch gesteigert und jetzt ebenfalls zu Georg.,Wenigstens vor meinen weißen Haaren,holz-ignorabimus.xml,ja,,
219,ONKEL LUDWIG,sagt wie vorhin; nur noch gesteigert.,Und sich denn da unten sagen müssen ...,holz-ignorabimus.xml,ja,,
765,MARIANNE,sagt wie vorhin; nur noch gesteigert.,War eine halb willenlos unbewußte gewesen ... und ich sage mir noch heute ...,holz-ignorabimus.xml,ja,,
816,GEORG,sagt wie vorhin; nur noch gesteigert.,Auch ... dich nicht!! ...,holz-ignorabimus.xml,ja,,
1009,MARIANNE,sagt wie vorhin; nur noch gesteigert.,"Das dann vor einem Jahr plötzlich ... mir ganz unerklärlich und unfaßbar ... als ich, zum erstenmal bewußtlos ... in diesen seltsam tiefen Schlaf verfallen war ... wie aus Fleisch und Blut vor euch stand ...",holz-ignorabimus.xml,ja,,
1736,DIE ERSCHEINUNG,sagt wie vorhin; nur noch gesteigert.,Erkennst du es ... wieder?,holz-ignorabimus.xml,ja,,
2478,ONKEL LUDWIG,sagt wie vorhin; nur noch gesteigert.,Ausgerechnet grade jetzt ...,holz-ignorabimus.xml,ja,,
2550,GEORG,sagt wie vorhin; nur noch gesteigert.,So nah am Ziel! So nah am Ziel! Und noch immer ...,holz-ignorabimus.xml,ja,,
3093,ONKEL LUDWIG,sagt wie vorhin; nur noch gesteigert.,Du so groß! Du so voll Liebe! Du so gerecht!,holz-ignorabimus.xml,ja,,
3113,ONKEL LUDWIG,sagt wie vorhin; nur noch gesteigert.,"Im Winter die reichen, pietätvoll unten aufgespeicherten, unerschöpflichen Bücherschätze durchstöbernd und durchwühlend, die mein alter, bigotter, amusischer Vater am liebsten hätte einstampfen und verbrennen lassen, im Sommer ambulando hier am Schafgraben, im Schöneberger Busch und auf den Moabiter Judenwiesen die Wunder Gottes und der Natur bestaunend, und zu dem ich bis dahin und unterweilen empor- und aufgeschaut hatte, wie zu einem Gott ...",holz-ignorabimus.xml,ja,,
3511,MARIANNE,sagt wie vorhin; nur noch gesteigert.,Laß!,holz-ignorabimus.xml,ja,,
3620,GEORG,sagt wie vorhin; nur noch gesteigert.,Du hast ... alles gewußt?!!,holz-ignorabimus.xml,ja,,
3649,MARIANNE,sagt wie vorhin; nur noch klagend-erschütterter.,»Absolut ganz und gar ...«,holz-ignorabimus.xml,ja,,
3373,GEORG,sagt wie vorhin; nur noch stärker.,Sie darf nicht erwachen!!,holz-ignorabimus.xml,ja,,
1942,UEXKÜLL,sagt wie vorhin; nur noch unruhiger und erregter.,Machen Sie uns doch nicht ... bange! Eine bei all ihrer ... nervösen Zartheit ...,holz-ignorabimus.xml,ja,,
2437,MARIANNE,sagt wie vorhin; nur noch verstärkt; anklagend aufgerichtet.,Die,holz-ignorabimus.xml,ja,,
499,GEORG,sagt wie vorhin; nur noch verstärkt.,"Das Ganze mit seinen zahllosen, bis zum Überdruß immer wieder und wieder variierten, sorgsamst",holz-ignorabimus.xml,ja,,
786,GEORG,sagt wie vorhin; nur noch verstärkt.,"Wie dein Vater, dessen gesundes, natürliches Empfinden, dessen gerechtes Gefühl sich doch zunächst unwillkürlich und mit aller Energie gegen eine solche Familien- und Unterschlagungspolitik ...",holz-ignorabimus.xml,ja,,
1152,DUFROY,sagt wie vorhin; nur noch verstärkt.,"Oder auch, wenn dir dies ehrenvoller und respektabler vorkommt, sich täuschen lassen!",holz-ignorabimus.xml,ja,,
3293,DUFROY,sagt wie vorhin; nur noch verstärkt.,Als du dann gar ...,holz-ignorabimus.xml,ja,,
771,MARIANNE,sagt wie vorhin; seinen etwas länglich geratnen Zornausbruch schließend.,War eine »rabiat richtige« gewesen!,holz-ignorabimus.xml,ja,,
3486,GEORG,sagt wie vorhin; seinen Satz mit dem denkbar wuchtigsten Nachdruck schließend.,"Die einem vorher- und vorausgesagt wurden, durchaus und um jeden Preis, und sei dieser Preis selbst der allerfurchtbarste, in Erfüllung gehn sollen!",holz-ignorabimus.xml,ja,,
2356,ONKEL LUDWIG,sagt wie vorhin; sich dabei auf das Zeugnis Uexkülls und Dufroys berufend.,Da wir doch nu mal alle das Kettchen ...,holz-ignorabimus.xml,ja,,
3339,DUFROY,sagt wie vorhin; sich kaum mehr kennend.,Du solltest nicht jetzt noch obendrein ...,holz-ignorabimus.xml,ja,,
2406,UEXKÜLL,"sagt wie vorhin; sich verteidigend; mit jedem Atemzug selbstsichrer und sie nicht einen
  Moment dabei aus den Augen lassend.","Was ich bis dahin ... an Männern, wie Frauen ... an Frauen, sowie Männern ... gesehn, beobachtet, oder erlebt hatte ... war für mich und mein urteilendes Empfinden ... vom Standpunkt ... oder unter dem Gesichtswinkel irgendeiner höheren, sittlich-moralischen Weltabwertung ... so grenzenlos unsinnig ... zugleich",holz-ignorabimus.xml,ja,,
3502,GEORG,sagt wie vorhin; stärkst.,Halt noch aus!! Halt noch aus!!,holz-ignorabimus.xml,ja,,
1131,DUFROY,"sagt wie vorhin; von diesem kleinen Intermezzo kaum unterbrochen, noch in seinem selben
  Satz weiter.","Diese bekehrte Venuspriesterin ... mißt, der verläßlichen Angabe",holz-ignorabimus.xml,ja,,
